Conference,Year,Title,Award,authornum,authornum_77,PaperType,Link,cite,cite_log,cite_log_one
VAST,2007,Intelligent Visual Analytics Queries,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2007.4389001,118,2.071882007,0.650170709
Vis,2007,Interactive Isosurface Ray Tracing of Time-Varying Tetrahedral Volumes,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70566,128,2.10720997,0.661256864
Vis,2007,Querying and Creating Visualizations by Analogy,BP,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70584,143,2.155336037,3
Vis,2007,Uncertainty Visualization in Medical Volume Rendering Using Probabilistic Animation,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70518,157,2.195899652,0.689088292
Vis,2007,Topologically Clean Distance fields,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70603,161,2.206825876,0.692517015
Vis,2007,Two-Level Approach to Efficient Visualization of Protein Dynamics,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70517,166,2.220108088,0.696685064
Vis,2007,A Unified Paradigm For Scalable Multi-Projector Displays,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2007.70536,192,2.283301229,0.716515503
InfoVis,2008,Exploration of Networks using overview+detail with Constraint-based cooperative layout,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2008.130,0,0,0
Vis,2008,Sinus Endoscopy - Application of Advanced GPU Volume Rendering for Virtual Endoscopy,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.161,2,0.301029996,0.094465266
Vis,2008,VisComplete: Automating Suggestions for Visualization Pipelines,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.174,2,0.301029996,0.094465266
VAST,2008,Applied visual analytics for economic decision-making,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677363,3,0.477121255,0.149723905
Vis,2008,Color Design for Illustrative Visualization,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.118,3,0.477121255,0.149723905
Vis,2008,Volume MLS Ray Casting,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.186,4,0.602059991,0.188930533
Vis,2008,Interactive Visual Steering - Rapid Visual Prototyping of a Common Rail Injection System,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.145,6,0.77815125,0.244189171
Vis,2008,A Practical Approach to Morse-Smale Complex Computation: Scalability and Generality,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.110,7,0.84509804,0.26519753
VAST,2008,Crystal structures classifier for an evolutionary algorithm structure predictor,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677351,7,0.84509804,0.26519753
VAST,2008,Evaluating the relationship between user interaction and financial visual analysis,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677360,8,0.903089987,0.283395799
VAST,2008,Generating hypotheses of trends in high-dimensional data skeletons,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677367,8,0.903089987,0.283395799
VAST,2008,Multivariate visual explanation for high dimensional datasets,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677368,8,0.903089987,0.283395799
Vis,2008,Text Scaffolds for Effective Surface Labeling,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.168,8,0.903089987,0.283395799
Vis,2008,Interactive Comparison of Scalar fields Based on Largest Contours with Applications to Flow Visualization,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.143,9,0.954242509,0.29944781
InfoVis,2008,Stacked Graphs - Geometry & Aesthetics,HM,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.166,9,0.954242509,3
VAST,2008,Entity-based collaboration tools for intelligence analysis,BP,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677362,10,1,3
Vis,2008,Brushing of Attribute Clouds for the Visualization of Multivariate Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.116,11,1.041392685,0.326796129
VAST,2008,Configurable Spaces: Temporal analysis in diagrammatic contexts,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677355,11,1.041392685,0.326796129
InfoVis,2008,Evaluating the Use of Data Transformation for Information Visualization,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.129,11,1.041392685,0.326796129
VAST,2008,Multidimensional visual analysis using cross-filtered views,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677370,11,1.041392685,0.326796129
InfoVis,2008,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation,BP,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.153,11,1.041392685,3
InfoVis,2008,Vispedia: Interactive Visual Exploration of Wikipedia Data via Search-Based Integration,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.178,12,1.079181246,0.338654437
InfoVis,2008,Balloon Focus: a Seamless Multi-Focus+Context Method for Treemaps,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.114,13,1.113943352,0.349563024
InfoVis,2008,Cerebral: Visualizing Multiple Experimental Conditions on a Graph with Biological Context,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.117,14,1.146128036,0.359662797
Vis,2008,Effects of Video Placement and Spatial Context Presentation on Path Reconstruction Tasks with Contextualized Videos,0,10,7.7,journal paper,http://dx.doi.org/10.1109/TVCG.2008.126,14,1.146128036,0.359662797
Vis,2008,Hypothesis Generation in Climate Research with Interactive Visual Data Exploration,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2008.139,14,1.146128036,0.359662797
InfoVis,2008,A Framework of Interaction Costs in Information Visualization,HM,1,0.77,journal paper,http://dx.doi.org/10.1109/TVCG.2008.109,15,1.176091259,3
InfoVis,2008,Rapid Graph Layout Using Space filling Curves,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.158,15,1.176091259,0.369065461
VAST,2008,Spatio-temporal aggregation for visual analysis of movements,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677356,15,1.176091259,0.369065461
InfoVis,2008,Effectiveness of Animation in Trend Visualization,TT,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.125,17,1.230448921,3
Vis,2008,Smoke Surfaces: An Interactive Flow Visualization Technique Inspired by Real-World Flow Experiments,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.163,17,1.230448921,0.386123266
VAST,2008,Model-driven Visual Analytics,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677352,18,1.255272505,0.393913076
InfoVis,2008,Particle-based labeling: Fast point-feature labeling without obscuring other visual features,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.152,19,1.278753601,0.401281604
Vis,2008,Visualization of Cellular and Microvascular Relationships,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.179,20,1.301029996,0.408272089
Vis,2008,An Efficient Naturalness-Preserving Image-Recoloring Method for Dichromats,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.112,22,1.342422681,0.421261396
Vis,2008,Novel interaction techniques for neurosurgical planning and stereotactic navigation,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2008.150,22,1.342422681,0.421261396
InfoVis,2008,"Graphical Histories for Visualization: Supporting Analysis, Communication, and Evaluation",0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.137,23,1.361727836,0.427319485
VAST,2008,Maintaining interactivity while exploring massive time series,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677357,25,1.397940009,0.438683112
VAST,2008,Collaborative synthesis of visual analytic results,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677358,28,1.447158031,0.454128063
Vis,2008,Generation of Accurate Integral Surfaces in Time-Dependent Vector fields,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.133,28,1.447158031,0.454128063
VAST,2008,Visual evaluation of text features for document summarization and analysis,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677359,28,1.447158031,0.454128063
Vis,2008,Effective Visualization of Short Routes,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.124,29,1.462397998,0.458910469
VAST,2008,Visual analytics for complex concepts using a human cognition model,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677361,30,1.477121255,0.463530727
VAST,2008,Visual cluster analysis of trajectory data with interactive Kohonen Maps,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677350,32,1.505149978,0.472326332
Vis,2008,Interactive Visualization and Analysis of Transitional Flow,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.146,33,1.51851394,0.476520034
Vis,2008,Visualizing Particle/Flow Structure Interactions in the Small Bronchial Tubes,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.183,33,1.51851394,0.476520034
Vis,2008,Continuous Scatterplots,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.119,35,1.544068044,0.484539086
Vis,2008,AD-Frustum: Adaptive Frustum Tracing for Interactive Sound Propagation,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.111,36,1.556302501,0.488378342
InfoVis,2008,EMDialog: Bringing Information Visualization into the Museum,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.127,36,1.556302501,0.488378342
Vis,2008,Particle-based Sampling and Meshing of Surfaces in Multimaterial Volumes,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.154,36,1.556302501,0.488378342
InfoVis,2008,The Shaping of Information by Visual Metaphors,HM,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.171,36,1.556302501,3
InfoVis,2008,HiPP: A Novel Hierarchical Point Placement Strategy and its Application to the Exploration of Document Collections,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.138,37,1.568201724,0.4921124
Vis,2008,Visibility-driven Mesh Analysis and Visualization through Graph Cuts,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.176,37,1.568201724,0.4921124
VAST,2008,The Scalable Reasoning System: Lightweight visualization for distributed analytics,0,9,6.93,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677366,38,1.579783597,0.49574687
InfoVis,2008,"The Word Tree, an Interactive Visual Concordance",0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.172,38,1.579783597,0.49574687
Vis,2008,Edge Groups: An Approach to Understanding the Mesh Quality of Marching Methods,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.122,39,1.591064607,0.499286928
Vis,2008,Revisiting Histograms and Isosurface Statistics,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.160,40,1.602059991,0.502737355
Vis,2008,Visualization of Myocardial Perfusion Derived from Coronary Anatomy,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2008.180,40,1.602059991,0.502737355
Vis,2008,A Comparison of the Perceptual Benefits of Linear Perspective and Physically-Based Illumination for Display of Dense 3D Streamtubes,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.108,45,1.653212514,0.518789365
InfoVis,2008,Improving the Readability of Clustered Social Networks using Node Duplication,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.141,45,1.653212514,0.518789365
InfoVis,2008,Interactive Visual Analysis of Set-Typed Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.144,48,1.681241237,0.52758497
Vis,2008,Query-Driven Visualization of Time-Varying Adaptive Mesh Refinement Data,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.157,48,1.681241237,0.52758497
InfoVis,2008,Viz-A-Vis: Toward Visualizing Video through Computer Vision,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.185,48,1.681241237,0.52758497
Vis,2008,Glyph-Based SPECT Visualization for the Diagnosis of Coronary Artery Disease,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.136,49,1.69019608,0.530395061
Vis,2008,Interactive Blood Damage Analysis for Ventricular Assist Devices,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2008.142,51,1.707570176,0.535847171
Vis,2008,Visiting the G?del Universe,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.177,51,1.707570176,0.535847171
Vis,2008,Focus+Context Visualization with Distortion Minimization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.132,53,1.72427587,0.541089531
Vis,2008,Visualizing Temporal Patterns in Large Multivariate Data using Textual Pattern Matching,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.184,56,1.748188027,0.54859333
Vis,2008,Surface Extraction from Multi-field Particle Volume Data Using Multi-dimensional Cluster Visualization,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.167,62,1.792391689,0.56246474
InfoVis,2008,Distributed Cognition as a Theoretical Framework for Information Visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.121,64,1.806179974,0.566791598
VAST,2008,Narratives: A visualization to track narrative events as they develop,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677364,64,1.806179974,0.566791598
Vis,2008,Box Spline Reconstruction On The Face-Centered Cubic Lattice,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.115,66,1.819543936,0.5709853
Vis,2008,Invariant Crease Lines for Topological and Structural Analysis of Tensor fields,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.148,66,1.819543936,0.5709853
Vis,2008,Smooth Surface Extraction from Unstructured Point-based Volume Data Using PDEs,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.164,66,1.819543936,0.5709853
Vis,2008,Visualizing Multiwavelength Astrophysical Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.182,68,1.832508913,0.575053799
Vis,2008,Relation-Aware Volume Exploration Pipeline,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.159,71,1.851258349,0.5809375
Vis,2008,Effective visualization of complex vascular structures using a non-parametric vessel detection method,0,7,5.39,journal paper,http://dx.doi.org/10.1109/TVCG.2008.123,75,1.875061263,0.588407017
InfoVis,2008,Multi-Focused Geospatial Analysis Using Probes,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.149,78,1.892094603,0.593752195
InfoVis,2008,VisGets: Coordinated Visualizations for Web-based Information Exploration and Discovery,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.175,79,1.897627091,0.595488327
Vis,2008,Direct Volume Editing,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.120,85,1.929418926,0.605464822
Vis,2008,Texture-based Transfer Functions for Direct Volume Rendering,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.169,85,1.929418926,0.605464822
InfoVis,2008,Perceptual Organization in User-Generated Graph Layouts,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.155,88,1.944482672,0.610191928
VAST,2008,Using visual analytics to maintain situation awareness in astrophysics,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677353,88,1.944482672,0.610191928
InfoVis,2008,Visualizing Incomplete and Partially Ranked Data,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.181,95,1.977723605,0.62062316
InfoVis,2008,Who Votes For What? A Visual Query Language for Opinion Data,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.187,99,1.995635195,0.626243939
VAST,2008,Understanding syndromic hotspots - a visual analytics approach,0,10,7.7,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677354,102,2.008600172,0.630312437
Vis,2008,Importance-Driven Time-Varying Data Visualization,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.140,106,2.025305865,0.635554798
Vis,2008,Vectorized Radviz and Its Application to Multiple Cluster Datasets,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.173,106,2.025305865,0.635554798
InfoVis,2008,On the Visualization of Social and other Scale-Free Networks,0,4,3.08,journal paper,http://dx.doi.org/10.1109/TVCG.2008.151,125,2.096910013,0.658024668
Vis,2008,Size-based Transfer Functions: A New Volume Exploration Technique,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.162,137,2.136720567,0.670517491
VAST,2008,Characterizing users' visual analytic activity for insight provenance,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677365,147,2.167317335,0.680118966
Vis,2008,The Seismic Analyzer: Interpreting and Illustrating 2D Seismic Data,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.170,147,2.167317335,0.680118966
Vis,2008,Geodesic Distance-weighted Shape Vector Image Diffusion,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.134,152,2.181843588,0.684677403
Vis,2008,Interactive Volume Exploration for Feature Detection and Quantification in Industrial CT Data,0,6,4.62,journal paper,http://dx.doi.org/10.1109/TVCG.2008.147,170,2.230448921,0.699930088
Vis,2008,Estimating Crossing fibers: A Tensor Decomposition Approach,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.128,176,2.245512668,0.704657195
VAST,2008,Visual mining of multimedia data for social and behavioral studies,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VAST.2008.4677369,215,2.33243846,0.731935101
InfoVis,2008,Geometry-Based Edge Clustering for Graph Visualization,0,5,3.85,journal paper,http://dx.doi.org/10.1109/TVCG.2008.135,220,2.342422681,0.735068218
InfoVis,2008,Spatially Ordered Treemaps,0,2,1.54,journal paper,http://dx.doi.org/10.1109/TVCG.2008.165,379,2.57863921,0.809194576
Vis,2008,Extensions of Parallel Coordinates for Interactive Exploration of Large Multi-Timepoint Data Sets,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2008.131,476,2.677606953,0.840251329
InfoVis,2009,Bubble Sets: Revealing Set Relations with Isocontours over Existing Visualizations,0,3,2.31,journal paper,http://dx.doi.org/10.1109/TVCG.2009.122,1,0,0
VAST,2009,Capturing and supporting the analysis process,0,8,6.16,conference paper,http://dx.doi.org/10.1109/VAST.2009.5333020,1,0,0
